instance_id,budget,nodes,hull_vertices,hull_area,hull_perimeter,hull_compactness,density,budget_per_node,rad_0_5__degree_min,rad_0_5__degree_max,rad_0_5__degree_avg,rad_0_5__components,rad_0_5__component_largest,rad_0_5__component_avg_size,rad_0_5__clustering_avg,rad_1_0__degree_min,rad_1_0__degree_max,rad_1_0__degree_avg,rad_1_0__components,rad_1_0__component_largest,rad_1_0__component_avg_size,rad_1_0__clustering_avg,rad_2_0__degree_min,rad_2_0__degree_max,rad_2_0__degree_avg,rad_2_0__components,rad_2_0__component_largest,rad_2_0__component_avg_size,rad_2_0__clustering_avg,knn_3__degree_min,knn_3__degree_max,knn_3__degree_avg,knn_3__components,knn_3__component_largest,knn_3__component_avg_size,knn_3__clustering_avg,knn_5__degree_min,knn_5__degree_max,knn_5__degree_avg,knn_5__components,knn_5__component_largest,knn_5__component_avg_size,knn_5__clustering_avg,knn_8__degree_min,knn_8__degree_max,knn_8__degree_avg,knn_8__components,knn_8__component_largest,knn_8__component_avg_size,knn_8__clustering_avg,knn_12__degree_min,knn_12__degree_max,knn_12__degree_avg,knn_12__components,knn_12__component_largest,knn_12__component_avg_size,knn_12__clustering_avg,nng_plain__degree_min,nng_plain__degree_max,nng_plain__degree_avg,nng_plain__components,nng_plain__component_largest,nng_plain__component_avg_size,nng_plain__clustering_avg,nng_mut__degree_min,nng_mut__degree_max,nng_mut__degree_avg,nng_mut__components,nng_mut__component_largest,nng_mut__component_avg_size,nng_mut__clustering_avg,delaunay__degree_min,delaunay__degree_max,delaunay__degree_avg,delaunay__components,delaunay__component_largest,delaunay__component_avg_size,delaunay__clustering_avg,mst__degree_min,mst__degree_max,mst__degree_avg,mst__components,mst__component_largest,mst__component_avg_size,mst__clustering_avg,mst__mst_edge_sum,mst__mst_edge_max,mst__mst_leaves,mst__mst_diameter,mst__mst_edge_sum_per_sqrtA,mst__mst_edge_max_per_sqrtA,mst__mst_edge_sum_units_s,mst__mst_edge_sum_units_m
mix_clustered_n120_s43659,20.0,120.0,20.0,0.7591722630863795,3.281479801324104,0.8859530870164981,158.06689184368457,0.16666666666666666,21.0,92.0,61.53333333333333,1.0,120.0,120.0,0.7941789286132132,101.0,119.0,116.71666666666667,1.0,120.0,120.0,0.9838472533408978,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.85,7.0,40.0,17.142857142857142,0.5866666666666666,5.0,10.0,6.233333333333333,5.0,60.0,24.0,0.6911309523809521,8.0,16.0,9.35,5.0,60.0,24.0,0.7993930606430605,12.0,24.0,14.433333333333334,1.0,120.0,120.0,0.7445938042435718,1.0,3.0,1.4,36.0,8.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,2.0,9.0,5.616666666666666,1.0,120.0,120.0,0.45571428571428557,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,5.553520028464549,0.22586341325013223,28.0,2.415796142096688,6.3737962485078725,0.25922430614640324,0.5867347869327,1.9003398717366558
mix_clustered_n120_s43673,18.0,120.0,16.0,0.4688596781298669,3.0745454696974424,0.6232910755796323,255.9401151292047,0.15,39.0,79.0,65.61666666666666,2.0,80.0,60.0,0.9993777670992864,50.0,119.0,80.88333333333334,1.0,120.0,120.0,0.9012469021595894,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.966666666666667,4.0,69.0,30.0,0.5679365079365081,5.0,9.0,6.4,2.0,80.0,60.0,0.6071362433862432,8.0,14.0,10.0,2.0,80.0,60.0,0.6582946220446221,12.0,26.0,15.05,2.0,80.0,60.0,0.6957988248888604,1.0,3.0,1.4833333333333334,31.0,8.0,3.870967741935484,0.0,0.0,1.0,0.5166666666666667,89.0,2.0,1.348314606741573,0.0,2.0,11.0,5.716666666666667,1.0,120.0,120.0,0.4728108465608463,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.9023295415706607,0.7139372696252801,26.0,2.06499090434183,5.699050418356681,1.0426501534006094,0.5246215916795307,1.851334343323144
mix_clustered_n120_s43665,4.444975,120.0,13.0,0.7958239020224327,3.539833393016903,0.7981071454251087,150.78712727155238,0.03704145833333334,26.0,85.0,58.28333333333333,1.0,120.0,120.0,0.799672840633972,83.0,119.0,111.25,1.0,120.0,120.0,0.9547117590966893,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.8666666666666667,1.0,120.0,120.0,0.557936507936508,5.0,9.0,6.3,1.0,120.0,120.0,0.605575396825397,8.0,16.0,9.816666666666666,1.0,120.0,120.0,0.6820140970140971,12.0,23.0,14.35,1.0,120.0,120.0,0.6935972089971615,1.0,3.0,1.3333333333333333,40.0,6.0,3.0,0.0,0.0,1.0,0.6666666666666666,80.0,2.0,1.5,0.0,3.0,10.0,5.716666666666667,1.0,120.0,120.0,0.45831349206349176,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,6.355315102483948,0.1601923266732836,23.0,2.763443626960166,7.124076900396595,0.17956976730042593,0.6558012806300335,1.6492193148722638
mix_clustered_n120_s43686,2.442706,120.0,9.0,0.34592578925487233,2.5174029779810425,0.6859418829689947,346.89521200047335,0.02035588333333333,59.0,65.0,59.233333333333334,1.0,120.0,120.0,0.993208858835094,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.9,3.0,60.0,40.0,0.525,5.0,10.0,6.4,2.0,60.0,60.0,0.6170767195767194,8.0,17.0,10.183333333333334,2.0,60.0,60.0,0.651054793518029,12.0,23.0,15.45,2.0,60.0,60.0,0.6765838826573783,1.0,3.0,1.4,36.0,7.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,13.0,5.783333333333333,1.0,120.0,120.0,0.48627691752691743,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.1378396428382795,0.43758614436017057,24.0,1.7412372188723457,5.335059597449224,0.7439985547087592,0.4911147037239279,1.8133711066578717
mix_clustered_n120_s43692,25.0,120.0,8.0,0.4255811645286195,2.632736670406187,0.7715737029025481,281.96736604382835,0.20833333333333334,29.0,89.0,63.81666666666667,2.0,90.0,60.0,0.9372359510758422,109.0,119.0,118.83333333333333,1.0,120.0,120.0,0.9987062621658853,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.933333333333333,4.0,30.0,30.0,0.590674603174603,5.0,11.0,6.533333333333333,3.0,60.0,40.0,0.6193067580567582,8.0,17.0,10.45,3.0,60.0,40.0,0.6531423342452756,12.0,27.0,15.333333333333334,3.0,60.0,40.0,0.7380480730283359,1.0,3.0,1.4,36.0,7.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,9.0,5.816666666666666,1.0,120.0,120.0,0.45124999999999965,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.3782245316368535,0.5124630887488386,25.0,2.113118271813679,5.178420484972197,0.7855455822183873,0.4766954137590108,2.054733824733901
mix_clustered_n120_s43704,20.0,120.0,8.0,0.38385896421404564,2.4943444293702113,0.7752980759705991,312.6148173866435,0.16666666666666666,39.0,81.0,51.95,1.0,120.0,120.0,0.8589577679856404,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.933333333333333,3.0,40.0,40.0,0.563611111111111,5.0,10.0,6.5,3.0,40.0,40.0,0.6021230158730158,8.0,17.0,10.2,3.0,40.0,40.0,0.6658486557015971,12.0,24.0,15.15,3.0,40.0,40.0,0.7135420293612849,1.0,3.0,1.4333333333333333,34.0,10.0,3.5294117647058822,0.0,0.0,1.0,0.5666666666666667,86.0,2.0,1.3953488372093024,0.0,3.0,10.0,5.816666666666666,1.0,120.0,120.0,0.4550132275132272,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.205388237781181,0.3423993924892391,28.0,1.6356758442694757,5.173623199482222,0.552646141141757,0.47625380342663237,1.8988642455276026
mix_clustered_n120_s43701,22.5,120.0,14.0,0.25918281291991124,1.9085452495157444,0.894151564727641,462.9936632298245,0.1875,75.0,119.0,113.63333333333334,1.0,120.0,120.0,0.9652665576689494,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.9166666666666665,2.0,79.0,60.0,0.5292063492063495,5.0,10.0,6.4,1.0,120.0,120.0,0.5504034391534394,8.0,16.0,10.0,1.0,120.0,120.0,0.6272705303955303,12.0,23.0,14.866666666666667,1.0,120.0,120.0,0.6709324236589848,1.0,3.0,1.3833333333333333,37.0,8.0,3.2432432432432434,0.0,0.0,1.0,0.6166666666666667,83.0,2.0,1.4457831325301205,0.0,3.0,10.0,5.716666666666667,1.0,120.0,120.0,0.448035714285714,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.7190620353866164,0.124703877040772,28.0,1.346490872875172,7.305169936038978,0.2449496687061977,0.6724716572062387,1.3981341787504284
mix_clustered_n120_s43715,22.5,120.0,16.0,0.7756306895057107,3.4333315736856833,0.8268626096329675,154.71280549313087,0.1875,31.0,85.0,52.7,1.0,120.0,120.0,0.772595839318049,96.0,119.0,114.75,1.0,120.0,120.0,0.9689218891418603,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.966666666666667,12.0,10.0,10.0,0.6596428571428573,5.0,9.0,6.383333333333334,12.0,10.0,10.0,0.7970436507936508,8.0,10.0,8.766666666666667,10.0,20.0,12.0,0.9631746031746041,12.0,27.0,14.083333333333334,1.0,120.0,120.0,0.8067471147941994,1.0,3.0,1.4,36.0,6.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,10.0,5.683333333333334,1.0,120.0,120.0,0.46334656084656056,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,4.73671871765028,0.3226309349659453,28.0,2.6755091234932147,5.378362910626997,0.3663350850823871,0.49510095606715093,2.3382363703899114
mix_clustered_n120_s43729,30.0,120.0,9.0,0.15497972936716065,1.5023696959508137,0.8628417129548898,774.2948093276729,0.25,117.0,119.0,118.93333333333334,1.0,120.0,120.0,0.9994442384745608,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,8.0,4.0,1.0,120.0,120.0,0.5181547619047621,5.0,10.0,6.45,1.0,120.0,120.0,0.5956018518518517,8.0,14.0,10.016666666666667,1.0,120.0,120.0,0.5919288119288119,12.0,20.0,15.233333333333333,1.0,120.0,120.0,0.619831482801684,1.0,3.0,1.4,36.0,5.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,9.0,5.8,1.0,120.0,120.0,0.4395634920634919,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,2.819631067912248,0.11426697749131198,26.0,0.8913646566749673,7.162338428821209,0.2902573933678697,0.6593234154540313,1.647668707654133
mix_clustered_n120_s43730,25.0,120.0,13.0,0.6158801785335118,3.0962169026819226,0.8073155852828752,194.84309478141526,0.20833333333333334,24.0,105.0,73.9,1.0,120.0,120.0,0.8299405061063346,104.0,119.0,117.63333333333334,1.0,120.0,120.0,0.9899683891795665,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,8.0,3.816666666666667,3.0,95.0,40.0,0.5648214285714286,5.0,10.0,6.183333333333334,2.0,100.0,60.0,0.618472222222222,8.0,17.0,9.883333333333333,2.0,100.0,60.0,0.6467460222239635,12.0,20.0,14.633333333333333,1.0,120.0,120.0,0.6777919030144265,1.0,3.0,1.4,36.0,9.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,11.0,5.75,1.0,120.0,120.0,0.44924603174603134,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,5.762858380505827,0.20913023776823855,24.0,2.2454443548684173,7.343275695413474,0.2664825145407708,0.6759794528331756,1.3654356018847198
mix_clustered_n120_s43750,16.0,120.0,15.0,0.3747776744985951,2.6339954073591887,0.6788183117728784,320.1898303055131,0.13333333333333333,51.0,102.0,66.61666666666666,1.0,120.0,120.0,0.9114459353516328,103.0,119.0,118.18333333333334,1.0,120.0,120.0,0.9939426107815942,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.816666666666667,4.0,56.0,30.0,0.607936507936508,5.0,10.0,6.333333333333333,2.0,60.0,60.0,0.6258796296296296,8.0,16.0,10.2,1.0,120.0,120.0,0.6639708670958675,12.0,23.0,14.633333333333333,1.0,120.0,120.0,0.7017741932304791,1.0,3.0,1.4,36.0,9.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,10.0,5.716666666666667,1.0,120.0,120.0,0.46238095238095217,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.8784225357809703,0.17992107205105243,28.0,1.864826613562527,6.335315761155133,0.2938970143178162,0.5831924960172568,1.566729785376889
mix_clustered_n120_s43760,3.040129,120.0,11.0,0.21599021705840493,2.1419904958342437,0.5915737107484663,555.5807185820428,0.025334408333333332,43.0,119.0,90.78333333333333,1.0,120.0,120.0,0.8930347037594016,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.8,2.0,112.0,60.0,0.5969444444444445,5.0,9.0,6.3,1.0,120.0,120.0,0.5925793650793652,8.0,15.0,9.816666666666666,1.0,120.0,120.0,0.638712953712954,12.0,22.0,14.833333333333334,1.0,120.0,120.0,0.6765975196973653,1.0,4.0,1.3333333333333333,40.0,6.0,3.0,0.0,0.0,1.0,0.6666666666666666,80.0,2.0,1.5,0.0,3.0,10.0,5.816666666666666,1.0,120.0,120.0,0.4549470899470898,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.325322295860955,0.07854992043280505,22.0,1.7269625808816202,7.155116408130853,0.169016346248814,0.6586585980350602,1.6997018917243703
mix_clustered_n120_s43773,5.574904,120.0,11.0,0.7321680260207578,3.1966283674938074,0.9004017386142565,163.89680474328424,0.046457533333333335,23.0,103.0,67.5,1.0,120.0,120.0,0.8305199823951183,103.0,119.0,117.5,1.0,120.0,120.0,0.9890328700937138,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.783333333333333,5.0,77.0,24.0,0.5865079365079366,5.0,10.0,6.25,1.0,120.0,120.0,0.6207539682539681,8.0,13.0,9.55,1.0,120.0,120.0,0.6959978909978909,12.0,22.0,14.416666666666666,1.0,120.0,120.0,0.6823617298307699,1.0,3.0,1.3833333333333333,37.0,7.0,3.2432432432432434,0.0,0.0,1.0,0.6166666666666667,83.0,2.0,1.4457831325301205,0.0,3.0,9.0,5.75,1.0,120.0,120.0,0.4541865079365077,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,5.8394694255666115,0.19645103014491933,26.0,2.42476597655093,6.824455548225482,0.22958786576693463,0.6282198733536776,1.6052019966744333
mix_clustered_n120_s43829,22.5,120.0,13.0,0.7536376417702659,3.3424720283216875,0.8476896544802113,159.22771548157363,0.1875,14.0,81.0,46.96666666666667,1.0,120.0,120.0,0.8538529391304248,94.0,119.0,113.6,1.0,120.0,120.0,0.9613661779849612,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,8.0,3.8333333333333335,7.0,41.0,17.142857142857142,0.6052976190476191,5.0,10.0,6.35,4.0,45.0,30.0,0.6485449735449736,8.0,17.0,9.933333333333334,4.0,45.0,30.0,0.7046701718760545,12.0,21.0,13.983333333333333,4.0,45.0,30.0,0.7782905011368634,1.0,3.0,1.4333333333333333,34.0,9.0,3.5294117647058822,0.0,0.0,1.0,0.5666666666666667,86.0,2.0,1.3953488372093024,0.0,3.0,11.0,5.733333333333333,1.0,120.0,120.0,0.4648671236171233,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,5.048966736685758,0.3453896278263144,27.0,2.3066308195825593,5.815957423388207,0.397857913248274,0.5353833738284614,1.85837940110989
mix_clustered_n120_s43830,3.800657,120.0,11.0,0.4399474581988451,2.58265055670467,0.828856562387586,272.75984384881485,0.03167214166666667,33.0,119.0,88.58333333333333,1.0,120.0,120.0,0.8961686324622479,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.8833333333333333,1.0,120.0,120.0,0.5323809523809523,5.0,9.0,6.15,1.0,120.0,120.0,0.5796560846560848,8.0,16.0,9.783333333333333,1.0,120.0,120.0,0.6011981999481993,12.0,22.0,14.616666666666667,1.0,120.0,120.0,0.6395892060152893,1.0,3.0,1.3833333333333333,37.0,6.0,3.2432432432432434,0.0,0.0,1.0,0.6166666666666667,83.0,2.0,1.4457831325301205,0.0,3.0,8.0,5.766666666666667,1.0,120.0,120.0,0.45434523809523797,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,4.710444923175903,0.10368490739254202,28.0,1.7286034839939632,7.101686941916736,0.15632021282758232,0.6537401906601138,1.4128915899125785
mix_clustered_n120_s43852,6.271645,120.0,14.0,0.8294865408765889,3.5026821105581036,0.8496063684060126,144.66780844109394,0.05226370833333334,26.0,94.0,63.25,1.0,120.0,120.0,0.8196591978117332,83.0,119.0,116.21666666666667,1.0,120.0,120.0,0.9807546100787946,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.933333333333333,3.0,91.0,40.0,0.5769444444444445,5.0,11.0,6.333333333333333,1.0,120.0,120.0,0.5961802549302548,8.0,15.0,9.9,1.0,120.0,120.0,0.6399614274614275,12.0,22.0,14.433333333333334,1.0,120.0,120.0,0.6924361852457822,1.0,3.0,1.4166666666666667,35.0,6.0,3.4285714285714284,0.0,0.0,1.0,0.5833333333333334,85.0,2.0,1.411764705882353,0.0,3.0,9.0,5.733333333333333,1.0,120.0,120.0,0.4598875661375658,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,6.264735008539006,0.16772040096541618,27.0,2.648452399219943,6.878567980196708,0.18415402696745714,0.6332011506027707,1.4550006081623292
mix_clustered_n120_s43880,2.590242,120.0,12.0,0.6775265000284068,3.5449927601597317,0.6774939873561308,177.11484347102106,0.02158535,39.0,65.0,42.083333333333336,1.0,120.0,120.0,0.9320135369422655,68.0,119.0,92.85,1.0,120.0,120.0,0.9096447682206613,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.933333333333333,4.0,40.0,30.0,0.6066666666666668,5.0,10.0,6.266666666666667,2.0,80.0,60.0,0.6710383597883592,8.0,17.0,10.1,2.0,80.0,60.0,0.738719065520536,12.0,22.0,15.1,2.0,80.0,60.0,0.7463215529024352,1.0,3.0,1.3666666666666667,38.0,6.0,3.1578947368421053,0.0,0.0,1.0,0.6333333333333333,82.0,2.0,1.4634146341463414,0.0,3.0,14.0,5.733333333333333,1.0,120.0,120.0,0.5242727180227178,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.927136430423598,0.2999857161032838,18.0,2.4908411451803696,4.77103767377462,0.3644495622905173,0.43919411035854344,2.3491068262564316
mix_clustered_n120_s43878,1.66476,120.0,9.0,0.08568273834473027,1.1566406041886277,0.8048340342000111,1400.515463420414,0.013873,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.8666666666666667,1.0,120.0,120.0,0.5105555555555553,5.0,9.0,6.383333333333334,1.0,120.0,120.0,0.576772486772487,8.0,16.0,10.35,1.0,120.0,120.0,0.591389443889444,12.0,22.0,15.6,1.0,120.0,120.0,0.6223501122630378,1.0,3.0,1.4,36.0,9.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,11.0,5.8,1.0,120.0,120.0,0.4540945165945163,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,2.0436998581788686,0.06560893442969486,28.0,0.8316709857787202,6.981848904607658,0.22413842480207746,0.6427085946464453,1.7974838560298236
mix_clustered_n120_s43899,25.0,120.0,14.0,0.3033346539641476,2.2566228016200007,0.7485381651175494,395.60267325797633,0.20833333333333334,38.0,119.0,96.2,1.0,120.0,120.0,0.9066215725765178,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.8333333333333335,2.0,99.0,60.0,0.5481746031746032,5.0,10.0,6.383333333333334,1.0,120.0,120.0,0.5976785714285715,8.0,15.0,10.233333333333333,1.0,120.0,120.0,0.6042291967291968,12.0,21.0,15.4,1.0,120.0,120.0,0.6458284323319154,1.0,3.0,1.4333333333333333,34.0,6.0,3.5294117647058822,0.0,0.0,1.0,0.5666666666666667,86.0,2.0,1.3953488372093024,0.0,3.0,11.0,5.7,1.0,120.0,120.0,0.46137566137566105,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.9627279917943534,0.10441242256072795,25.0,1.7628342083975104,7.195040592726234,0.1895794059710744,0.6623337873615965,1.5957496996123632
mix_clustered_n120_s43967,30.0,120.0,13.0,0.8677723970721394,3.532855172798999,0.8737034029880114,138.2851084050144,0.25,23.0,94.0,59.53333333333333,1.0,120.0,120.0,0.7789289975899263,99.0,119.0,117.01666666666667,1.0,120.0,120.0,0.9852411773694256,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.9833333333333334,1.0,120.0,120.0,0.5080555555555559,5.0,10.0,6.183333333333334,1.0,120.0,120.0,0.5875330687830687,8.0,14.0,9.65,1.0,120.0,120.0,0.6466303603803605,12.0,22.0,14.3,1.0,120.0,120.0,0.6986796926986558,1.0,3.0,1.4166666666666667,35.0,7.0,3.4285714285714284,0.0,0.0,1.0,0.5833333333333334,85.0,2.0,1.411764705882353,0.0,3.0,10.0,5.75,1.0,120.0,120.0,0.4609391534391532,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,6.598652588589417,0.12851796167851412,28.0,2.540761277216627,7.083572578900509,0.13796245476180108,0.6520726872586304,1.364136632824646
mix_clustered_n120_s43968,30.0,120.0,15.0,0.4331464212448185,2.77671294496736,0.7059641129293811,277.0425752454153,0.25,49.0,110.0,69.5,1.0,120.0,120.0,0.8893910979492794,103.0,119.0,118.55,1.0,120.0,120.0,0.9966005709761858,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.8666666666666667,2.0,60.0,60.0,0.5416666666666664,5.0,10.0,6.216666666666667,1.0,120.0,120.0,0.5980621693121688,8.0,14.0,9.966666666666667,1.0,120.0,120.0,0.6188707126207127,12.0,21.0,14.816666666666666,1.0,120.0,120.0,0.6465727774261055,1.0,3.0,1.3666666666666667,38.0,7.0,3.1578947368421053,0.0,0.0,1.0,0.6333333333333333,82.0,2.0,1.4634146341463414,0.0,3.0,10.0,5.733333333333333,1.0,120.0,120.0,0.46949074074074054,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,4.361338704725027,0.19714063417266361,24.0,2.209420329143402,6.626778436028211,0.2995427303054876,0.6100228626893204,1.5733463342864815
mix_clustered_n120_s43988,3.007305,120.0,13.0,0.4632761372331585,2.7924080243649567,0.7466069702871321,259.0247810229996,0.025060875,30.0,103.0,62.53333333333333,1.0,120.0,120.0,0.8304966596842771,94.0,119.0,116.98333333333333,1.0,120.0,120.0,0.9862598401797982,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,4.0,4.0,30.0,30.0,0.5759126984126983,5.0,11.0,6.633333333333334,4.0,30.0,30.0,0.6425721500721499,8.0,16.0,10.216666666666667,4.0,30.0,30.0,0.6868249805749806,12.0,25.0,14.75,4.0,30.0,30.0,0.7395200062883128,1.0,3.0,1.4166666666666667,35.0,11.0,3.4285714285714284,0.0,0.0,1.0,0.5833333333333334,85.0,2.0,1.411764705882353,0.0,3.0,9.0,5.716666666666667,1.0,120.0,120.0,0.4719444444444441,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,3.6236686026231637,0.25648826546452375,19.0,2.1799648274759384,5.323883060993617,0.37683179164389385,0.4900858564749338,1.9580835974663378
mix_clustered_n120_s43973,1.919865,120.0,8.0,0.08475732833723185,1.1403259068824714,0.8190853165077531,1415.8067786486245,0.015998875,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.933333333333333,1.0,120.0,120.0,0.5040079365079364,5.0,9.0,6.4,1.0,120.0,120.0,0.5624338624338623,8.0,15.0,10.233333333333333,1.0,120.0,120.0,0.6160912235912236,12.0,23.0,15.066666666666666,1.0,120.0,120.0,0.6408537882333984,1.0,3.0,1.4666666666666666,32.0,8.0,3.75,0.0,0.0,1.0,0.5333333333333333,88.0,2.0,1.3636363636363635,0.0,3.0,10.0,5.816666666666666,1.0,120.0,120.0,0.4487632275132272,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,2.1052755049960323,0.06860729523891751,28.0,0.8906327060766048,7.231365419232065,0.23565771848881498,0.6656776406178495,1.7566086840058444
mix_clustered_n120_s43997,2.946065,120.0,10.0,0.45123530266881573,2.626199994414033,0.8221618892227713,265.93663946562714,0.024550541666666665,41.0,116.0,85.91666666666667,1.0,120.0,120.0,0.8699228565540253,115.0,119.0,118.93333333333334,1.0,120.0,120.0,0.9994540188956932,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,7.0,3.8833333333333333,3.0,87.0,40.0,0.5905555555555556,5.0,11.0,6.133333333333334,1.0,120.0,120.0,0.5966035353535354,8.0,16.0,9.916666666666666,1.0,120.0,120.0,0.629434708809709,12.0,25.0,14.833333333333334,1.0,120.0,120.0,0.6547656683589518,1.0,3.0,1.3666666666666667,38.0,8.0,3.1578947368421053,0.0,0.0,1.0,0.6333333333333333,82.0,2.0,1.4634146341463414,0.0,3.0,9.0,5.783333333333333,1.0,120.0,120.0,0.4476719576719575,1.0,3.0,1.9833333333333334,1.0,120.0,120.0,0.0,4.682802434537138,0.09927335383173069,30.0,1.7568918584399749,6.971147961550099,0.147785273428627,0.6417235277726294,1.3735531095944582
mix_clustered_n120_s44005,18.0,120.0,12.0,0.3677013742792919,2.3138518197248077,0.8630461726713607,326.3517854269769,0.15,50.0,119.0,109.25,1.0,120.0,120.0,0.9449423179703236,119.0,119.0,119.0,1.0,120.0,120.0,1.0,119.0,119.0,119.0,1.0,120.0,120.0,1.0,3.0,6.0,3.816666666666667,2.0,115.0,60.0,0.48638888888888876,5.0,10.0,6.15,1.0,120.0,120.0,0.5327777777777779,8.0,14.0,9.683333333333334,1.0,120.0,120.0,0.5916093628593629,12.0,19.0,14.516666666666667,1.0,120.0,120.0,0.6202357170120331,1.0,4.0,1.4,36.0,7.0,3.3333333333333335,0.0,0.0,1.0,0.6,84.0,2.0,1.4285714285714286,0.0,3.0,9.0,5.783333333333333,1.0,120.0,120.0,0.4435846560846557,1.0,4.0,1.9833333333333334,1.0,120.0,120.0,0.0,4.626899306296264,0.11578755478029586,26.0,1.6567124260545039,7.630314200567957,0.19094762280365063,0.7024025560509359,1.3727437154445679
