instance_id,budget,nodes,hull_vertices,hull_area,hull_perimeter,hull_compactness,density,budget_per_node,rad_0_5__degree_min,rad_0_5__degree_max,rad_0_5__degree_avg,rad_0_5__component_largest,rad_0_5__clustering_avg,rad_1_0__degree_min,rad_1_0__clustering_avg,knn_3__degree_max,knn_3__degree_avg,knn_3__components,knn_3__component_largest,knn_3__component_avg_size,knn_3__clustering_avg,knn_5__degree_max,knn_5__degree_avg,knn_5__components,knn_5__component_largest,knn_5__component_avg_size,knn_5__clustering_avg,knn_8__degree_max,knn_8__degree_avg,knn_8__components,knn_8__component_largest,knn_8__component_avg_size,knn_8__clustering_avg,knn_12__degree_max,knn_12__degree_avg,knn_12__components,knn_12__component_largest,knn_12__component_avg_size,knn_12__clustering_avg,nng_plain__degree_max,nng_plain__degree_avg,nng_plain__components,nng_plain__component_largest,nng_plain__component_avg_size,nng_plain__clustering_avg,delaunay__degree_max,delaunay__degree_avg,delaunay__clustering_avg,mst__degree_avg,mst__mst_edge_sum,mst__mst_edge_max,mst__mst_leaves,mst__mst_diameter,mst__mst_edge_sum_per_sqrtA,mst__mst_edge_max_per_sqrtA,mst__mst_edge_sum_units_s,mst__mst_edge_sum_units_m
mix_clustered_n100_s44406,2.523433,100.0,16.0,0.7244360999166113,3.337677351418457,0.8171866146933914,138.03839981402203,0.02523433,15.0,70.0,47.34,100.0,0.9014171463164244,77.0,0.9688531194529126,7.0,3.9,5.0,59.0,20.0,0.6131428571428571,9.0,6.1,4.0,59.0,25.0,0.673484126984127,15.0,9.34,3.0,68.0,33.333333333333336,0.7698117993117993,22.0,14.48,2.0,84.0,50.0,0.7931222598351079,3.0,1.4,30.0,7.0,3.333333333333333,0.0,10.0,5.66,0.4582539682539683,1.98,4.24841891100275,0.4561297088953974,22.0,2.8265472378847583,4.991456509132676,0.5359056279921663,0.5041875261750177,1.460520983628518
mix_clustered_n100_s44434,25.0,100.0,11.0,0.9075107382511886,3.666320578559045,0.8484002028625955,110.1915335929845,0.25,15.0,74.0,48.82,100.0,0.8066460320609192,84.0,0.9724789564373164,8.0,4.12,3.0,81.0,33.333333333333336,0.5811190476190476,11.0,6.42,2.0,90.0,50.0,0.6142532467532466,14.0,9.62,1.0,100.0,100.0,0.6876021201021202,24.0,14.38,1.0,100.0,100.0,0.7350305607443509,3.0,1.42,29.0,9.0,3.4482758620689653,0.0,9.0,5.76,0.4601587301587297,1.98,6.150441946748718,0.206698928347488,29.0,2.042116797897924,6.4562514634732295,0.2169763197825595,0.6521466124720435,1.5158013818985456
mix_clustered_n100_s44419,2.654088,100.0,13.0,0.4394712724961868,2.557888620334203,0.8440673389338454,227.5461588922577,0.02654088,31.0,98.0,68.46,100.0,0.8623129030590873,99.0,1.0,7.0,3.82,2.0,85.0,50.0,0.5624285714285715,11.0,6.34,1.0,100.0,100.0,0.5835303030303031,15.0,10.02,1.0,100.0,100.0,0.6601993561993561,21.0,14.32,1.0,100.0,100.0,0.713039352030838,3.0,1.32,34.0,6.0,2.9411764705882355,0.0,9.0,5.68,0.460706349206349,1.98,3.939030139619335,0.0862622872696986,22.0,1.907815447340283,5.941882483474964,0.1301234962781577,0.600190149845956,1.4443220280411684
mix_clustered_n100_s44442,16.0,100.0,12.0,0.3519619639489186,2.560106879871619,0.674822264687502,284.1216104093376,0.16,44.0,70.0,49.88,100.0,0.9644409038836012,90.0,0.9950011677106811,7.0,3.92,3.0,51.0,33.333333333333336,0.528952380952381,9.0,6.18,2.0,51.0,50.0,0.5836031746031746,15.0,9.7,2.0,51.0,50.0,0.6431560106560106,21.0,14.58,2.0,51.0,50.0,0.7040961520419724,3.0,1.36,32.0,8.0,3.125,0.0,11.0,5.7,0.4635555555555553,1.98,3.26123367700028,0.3612892337131014,24.0,1.841368988313348,5.497105249508974,0.6089857826631273,0.555263156516058,1.557259008838496
mix_clustered_n100_s44455,2.352996,100.0,17.0,0.6892271862402078,3.1366555499378266,0.8803160188405735,145.09003996999652,0.02352996,16.0,75.0,51.1,100.0,0.8327652518602013,88.0,0.990391026016652,9.0,4.04,7.0,26.0,14.285714285714286,0.659904761904762,12.0,6.36,4.0,60.0,25.0,0.6818773448773446,15.0,9.82,2.0,60.0,50.0,0.7584766344766346,23.0,14.54,2.0,60.0,50.0,0.7849737089087604,3.0,1.44,28.0,7.0,3.571428571428572,0.0,10.0,5.64,0.4655793650793648,1.98,4.619146289246015,0.3449756897318998,21.0,2.356651449960632,5.563915386623944,0.4155346957898214,0.5620116552145399,1.9478515269071877
mix_clustered_n100_s44460,2.684329,100.0,11.0,0.7432499073069588,3.2395578201773243,0.8899656741938471,134.54424819551366,0.02684329,22.0,77.0,44.86,100.0,0.7852000712072332,80.0,0.97731754293901,7.0,3.94,7.0,25.0,14.285714285714286,0.6189523809523809,11.0,6.34,5.0,33.0,20.0,0.6959285714285715,17.0,9.68,3.0,42.0,33.333333333333336,0.7808303804039097,23.0,14.62,1.0,100.0,100.0,0.7755360801647313,3.0,1.36,32.0,7.0,3.125,0.0,10.0,5.72,0.4528571428571424,1.98,4.9560374653385,0.2780398650265822,21.0,2.9609811303882867,5.748666956266961,0.322507365164575,0.5806734299259556,1.831076405592338
mix_clustered_n100_s44487,5.226509,100.0,16.0,0.7887904910262462,3.322482563750097,0.8979375009927705,126.77637615775036,0.05226509,11.0,81.0,55.32,100.0,0.8192057975239571,82.0,0.9897625284891368,6.0,3.86,3.0,82.0,33.333333333333336,0.5529999999999999,9.0,6.16,2.0,94.0,50.0,0.6316746031746032,17.0,9.68,1.0,100.0,100.0,0.6650683874948577,22.0,14.52,1.0,100.0,100.0,0.6603040407305113,3.0,1.32,34.0,6.0,2.9411764705882355,0.0,9.0,5.62,0.4508333333333331,1.98,5.681507337303676,0.2470639174404064,20.0,2.9408961403791176,6.397094092383752,0.2781816572376864,0.6461711204428033,1.6266120450876724
mix_clustered_n100_s44514,4.039943,100.0,16.0,0.5272144978805352,2.9032731653011368,0.7859979412441335,189.67611930630105,0.04039943,32.0,79.0,53.58,100.0,0.8996776156200949,83.0,0.9910319503524287,7.0,3.86,3.0,67.0,33.333333333333336,0.5478095238095237,10.0,6.24,2.0,67.0,50.0,0.605063492063492,17.0,9.86,2.0,67.0,50.0,0.6635733188380246,24.0,14.74,1.0,100.0,100.0,0.6882793602988445,3.0,1.4,30.0,6.0,3.333333333333333,0.0,9.0,5.66,0.4733730158730157,1.98,4.458303278525817,0.2551993829537994,21.0,1.95742288076897,6.140106952770127,0.3514681276091649,0.620212823512134,1.5708951568285636
mix_clustered_n100_s44559,1.911151,100.0,11.0,0.0958521737239559,1.23005195711255,0.7960950390450134,1043.2731581861597,0.01911151,99.0,99.0,99.0,100.0,1.0,99.0,1.0,7.0,4.0,1.0,100.0,100.0,0.4896666666666669,10.0,6.56,1.0,100.0,100.0,0.5921984126984123,14.0,10.08,1.0,100.0,100.0,0.6289230769230769,22.0,15.14,1.0,100.0,100.0,0.6759937777221056,2.0,1.36,32.0,6.0,3.125,0.0,10.0,5.72,0.4470079365079363,1.98,2.004700268675688,0.0601926619447919,22.0,0.7873442582918688,6.475129603232704,0.1944207287973152,0.6540534952760307,1.389005221944069
mix_clustered_n100_s44575,30.0,100.0,9.0,0.3632789970518053,2.4740138602710173,0.7458403880593291,275.2705243395602,0.3,32.0,86.0,51.6,100.0,0.8578800797290661,99.0,1.0,7.0,3.92,5.0,33.0,20.0,0.5649523809523805,12.0,6.38,4.0,33.0,25.0,0.6636789321789323,16.0,9.9,4.0,33.0,25.0,0.7396893384393384,18.0,13.88,3.0,50.0,33.333333333333336,0.8377587657440596,3.0,1.44,28.0,6.0,3.571428571428572,0.0,10.0,5.76,0.4538095238095234,1.98,2.727610011342553,0.3868084265938372,23.0,1.7263988526802831,4.525453750813753,0.6417646355953371,0.4571165404862377,1.8884162522759105
mix_clustered_n100_s44577,3.30191,100.0,11.0,0.6318317342271056,3.0306195459251577,0.8644670794185975,158.26998642656972,0.0330190999999999,29.0,90.0,57.58,100.0,0.8291781826365174,90.0,0.9969935958491972,7.0,3.86,3.0,57.0,33.333333333333336,0.6288571428571429,12.0,6.28,1.0,100.0,100.0,0.649347763347763,16.0,9.9,1.0,100.0,100.0,0.6596096403596404,22.0,14.58,1.0,100.0,100.0,0.7005795217854041,3.0,1.36,32.0,6.0,3.125,0.0,10.0,5.7,0.4516984126984125,1.98,4.948905790131271,0.1846086145606428,22.0,2.526274227175389,6.225990719684953,0.2322476057880204,0.6288879514833285,1.60055399006923
mix_clustered_n100_s44597,30.0,100.0,15.0,0.7084478487333367,3.138984271879191,0.90352353717608,141.15365044695125,0.3,23.0,87.0,58.7,100.0,0.8122656635429492,91.0,0.9942087606613232,7.0,3.9,3.0,59.0,33.333333333333336,0.5844285714285715,10.0,6.16,1.0,100.0,100.0,0.6504047619047618,15.0,9.44,1.0,100.0,100.0,0.6359290154290158,20.0,14.2,1.0,100.0,100.0,0.6602987452004482,3.0,1.38,31.0,6.0,3.225806451612903,0.0,9.0,5.64,0.4637936507936506,1.98,5.695313332533018,0.1593226105359813,26.0,2.017059701386793,6.766493659877744,0.1892881692581817,0.683484208068459,1.3889020794328577
mix_clustered_n100_s44600,22.5,100.0,17.0,0.3034026978008968,2.268263941436842,0.7410408077450359,329.59495984977497,0.225,49.0,81.0,52.72,100.0,0.928530413183984,99.0,1.0,11.0,4.12,5.0,45.0,20.0,0.6261226551226552,12.0,6.52,2.0,50.0,50.0,0.6575497835497834,16.0,9.92,2.0,50.0,50.0,0.7044561827061828,22.0,14.82,2.0,50.0,50.0,0.7361564739869693,3.0,1.42,29.0,8.0,3.4482758620689653,0.0,14.0,5.6,0.5044554334554333,1.98,3.037723768371124,0.3735019919638983,22.0,1.6356257221292363,5.5149116611813085,0.6780835415001097,0.557061783957708,1.7364550968354933
mix_clustered_n100_s44605,4.136208,100.0,14.0,0.5959971334964494,3.016005583878688,0.8233599771391313,167.7860418779946,0.0413620799999999,31.0,78.0,55.42,100.0,0.9170050025624356,74.0,0.9765576139933148,6.0,3.86,3.0,61.0,33.333333333333336,0.5529999999999999,9.0,6.36,2.0,67.0,50.0,0.6081904761904763,15.0,10.26,1.0,100.0,100.0,0.6565557775557778,22.0,15.04,1.0,100.0,100.0,0.6884877017547296,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,8.0,5.68,0.4554047619047617,1.98,4.602103629267267,0.2884840997507488,22.0,2.0961998174623164,5.9612084489768,0.3736799497284325,0.6021422675734142,1.5417052256567227
mix_clustered_n100_s44606,22.5,100.0,9.0,0.1049147285298135,1.3605828152106274,0.7121908055648181,953.1550183784068,0.225,76.0,99.0,98.12,100.0,0.9928121425741084,99.0,1.0,6.0,3.98,2.0,50.0,50.0,0.5423333333333334,11.0,6.46,2.0,50.0,50.0,0.5841125541125539,15.0,10.44,2.0,50.0,50.0,0.6200865800865802,23.0,15.54,2.0,50.0,50.0,0.6878240016926584,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,9.0,5.74,0.4595238095238095,1.98,1.9010433289762056,0.1162107346031338,19.0,0.9871226822671112,5.869130753388483,0.3587798268124886,0.5928414902412609,1.5320144086685716
mix_clustered_n100_s44608,30.0,100.0,16.0,0.6558593062825017,3.1004549656936,0.8573727856281217,152.4717253259901,0.3,16.0,86.0,50.78,100.0,0.8488523020995993,90.0,0.9890810659287426,7.0,3.98,8.0,26.0,12.5,0.6504761904761901,10.0,6.16,3.0,75.0,33.333333333333336,0.7000317460317457,16.0,9.34,1.0,100.0,100.0,0.7407620990120989,22.0,14.66,1.0,100.0,100.0,0.7352824009495832,3.0,1.5,25.0,8.0,4.0,0.0,9.0,5.64,0.4511428571428569,1.98,4.519332234006932,0.2676197966107889,21.0,1.9782058449762867,5.5804462129600125,0.3304554308426431,0.5636814356525266,1.5486028315687383
mix_clustered_n100_s44617,3.363762,100.0,13.0,0.4717019128062563,2.6781885022040584,0.8264093438686012,211.99829232211175,0.03363762,24.0,81.0,51.4,100.0,0.8444294113789481,97.0,0.9992084106369842,7.0,3.96,2.0,75.0,50.0,0.5251428571428571,10.0,6.4,2.0,75.0,50.0,0.6094999999999998,15.0,10.14,2.0,75.0,50.0,0.7021067266067271,23.0,15.1,2.0,75.0,50.0,0.7346115792980441,3.0,1.3,35.0,6.0,2.857142857142857,0.0,10.0,5.68,0.461333333333333,1.98,3.7057684189146496,0.230863604831944,19.0,2.2115472639850364,5.395658531411135,0.3361411286916408,0.545016013273852,2.073230441071422
mix_clustered_n100_s44653,16.0,100.0,12.0,0.5009215885985062,2.777295509959426,0.816085063432165,199.63204277097157,0.16,24.0,75.0,48.54,100.0,0.8764550223417054,91.0,0.994287592475341,8.0,4.02,5.0,45.0,20.0,0.5574761904761903,11.0,6.56,3.0,50.0,33.333333333333336,0.6562734487734487,15.0,9.98,3.0,50.0,33.333333333333336,0.7366426906426904,24.0,14.68,3.0,50.0,33.333333333333336,0.7744214734877004,3.0,1.46,27.0,11.0,3.703703703703704,0.0,11.0,5.72,0.4558571428571425,1.98,3.59447597320172,0.3303210889195541,21.0,2.253677814517335,5.078678373581841,0.4667146430080194,0.5129978155133174,1.970253858972688
mix_clustered_n100_s44668,5.238884,100.0,14.0,0.8966587948092803,3.627388693399762,0.8563452373039625,111.52514265057762,0.05238884,15.0,58.0,36.5,100.0,0.8457035395234986,61.0,0.9288736599009276,7.0,3.82,4.0,34.0,25.0,0.577190476190476,10.0,6.24,2.0,84.0,50.0,0.6100317460317461,15.0,9.82,2.0,84.0,50.0,0.6736531801531804,22.0,14.3,2.0,84.0,50.0,0.7366073911468648,3.0,1.42,29.0,6.0,3.4482758620689653,0.0,11.0,5.68,0.4697056277056273,1.98,5.817231316074862,0.2903951720328697,24.0,3.3353697766170467,6.143314188955648,0.3066731721367201,0.6205367867631968,1.6603806531474958
mix_clustered_n100_s44662,22.5,100.0,8.0,0.3007958388095624,2.380708509640041,0.6669130864076114,332.45140755857074,0.225,24.0,94.0,62.94,100.0,0.9641185267933432,99.0,1.0,7.0,3.86,2.0,75.0,50.0,0.5748571428571428,10.0,6.34,2.0,75.0,50.0,0.6146984126984129,17.0,10.24,2.0,75.0,50.0,0.6790711755564698,24.0,14.96,2.0,75.0,50.0,0.7416898774226474,3.0,1.34,33.0,5.0,3.0303030303030303,0.0,9.0,5.78,0.4555873015873012,1.98,2.8923163859035044,0.3806213482846174,23.0,1.5528874501778789,5.27363279015921,0.6939964219444612,0.5326901808241628,1.9003026459232983
mix_clustered_n100_s44681,1.877891,100.0,9.0,0.1840420574121368,2.124963306973437,0.5121817187531045,543.3540648595543,0.01877891,49.0,49.0,49.0,50.0,1.0,99.0,1.0,8.0,3.92,3.0,50.0,33.333333333333336,0.5498333333333334,11.0,6.68,2.0,50.0,50.0,0.5939660894660895,16.0,10.42,2.0,50.0,50.0,0.6533248140748138,24.0,15.58,2.0,50.0,50.0,0.6879786112692291,3.0,1.46,27.0,8.0,3.703703703703704,0.0,12.0,5.76,0.4542705627705626,1.98,2.384311109804276,0.5062707442278291,19.0,1.2987224707562233,5.557818788518508,1.180114894728504,0.5613958372240917,2.3299688669131102
mix_clustered_n100_s44686,2.294624,100.0,9.0,0.5887198202735204,3.181903653021441,0.7307090242665667,169.86008718636276,0.02294624,19.0,71.0,48.24,100.0,0.8381196303940679,76.0,0.9554548493911516,7.0,4.06,6.0,22.0,16.666666666666668,0.5778571428571427,11.0,6.58,4.0,42.0,25.0,0.6329199134199134,17.0,10.32,4.0,42.0,25.0,0.7434323715500184,21.0,14.84,3.0,60.0,33.333333333333336,0.8507614088697676,3.0,1.48,26.0,9.0,3.8461538461538463,0.0,10.0,5.72,0.4609682539682536,1.98,4.003819755514259,0.3171352195909498,25.0,2.526869766879775,5.218193619796352,0.4133235461469104,0.5270902646258941,1.702924677614816
mix_clustered_n100_s44702,2.81979,100.0,10.0,0.6768032698962901,3.2264024819089525,0.817024775200277,147.75342325890873,0.0281978999999999,22.0,79.0,55.26,100.0,0.854741537263026,69.0,0.96121122153658,6.0,3.84,3.0,64.0,33.333333333333336,0.584,10.0,6.28,1.0,100.0,100.0,0.6428174603174603,13.0,9.7,1.0,100.0,100.0,0.7058494283494287,23.0,13.9,1.0,100.0,100.0,0.7524550093719564,4.0,1.44,28.0,7.0,3.571428571428572,0.0,10.0,5.64,0.4535793650793647,1.98,4.735303391199555,0.1547230781525497,19.0,2.729071881106478,5.755944336172397,0.1880718830017193,0.5814085188052925,1.6222068298977088
mix_clustered_n100_s44728,4.11474,100.0,10.0,0.6165449109708333,3.025430997294426,0.8464475982615408,162.1941860529454,0.0411474,20.0,83.0,54.52,100.0,0.8929010134868648,82.0,0.9933752855133012,7.0,3.88,4.0,56.0,25.0,0.5628095238095238,10.0,6.28,2.0,67.0,50.0,0.628769841269841,16.0,9.94,2.0,67.0,50.0,0.6870045787545785,20.0,14.3,1.0,100.0,100.0,0.7351185600605105,3.0,1.46,27.0,8.0,3.703703703703704,0.0,10.0,5.72,0.4722619047619044,1.98,4.296409895892654,0.2021570808109377,22.0,2.308590694700553,5.47171349953438,0.2574581231546692,0.5526983332863011,1.572818797460025
mix_clustered_n100_s44771,2.868145,100.0,13.0,0.4912108852167524,2.9107776360989144,0.7285507123664846,203.5785504954229,0.02868145,19.0,61.0,42.66,100.0,0.9351853340372824,63.0,0.954813243918326,7.0,3.98,3.0,40.0,33.333333333333336,0.5664285714285713,10.0,6.36,3.0,40.0,33.333333333333336,0.6617777777777775,18.0,10.02,3.0,40.0,33.333333333333336,0.7009816115257291,24.0,14.64,3.0,40.0,33.333333333333336,0.7534956926383763,4.0,1.42,29.0,7.0,3.4482758620689653,0.0,9.0,5.7,0.4927698412698409,1.98,3.5065035739995563,0.4843636741963625,24.0,1.7556353193748022,5.003112802445134,0.6910947182201537,0.5053649295399125,2.343483723693966
mix_clustered_n100_s44752,2.90093,100.0,12.0,0.3128890578169342,2.5283407168318712,0.6150763693778096,319.60210017477885,0.0290093,23.0,97.0,76.32,100.0,0.9153238667173886,94.0,0.9988328902320084,9.0,4.06,4.0,43.0,25.0,0.5669999999999998,12.0,6.48,2.0,83.0,50.0,0.636380230880231,16.0,9.9,2.0,83.0,50.0,0.6729784382284382,21.0,14.52,2.0,83.0,50.0,0.7478858283958901,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,11.0,5.68,0.4579999999999997,1.98,3.5989912162972306,0.1737408567982787,22.0,2.0892259441764653,6.434067295186052,0.3106038046165344,0.6499057873925307,1.7803130358504786
mix_clustered_n100_s44775,1.26612,100.0,12.0,0.3184434037932558,2.3369134616699827,0.7327517440162746,314.02754401194426,0.0126612,35.0,87.0,59.08,100.0,0.8527097646815672,99.0,1.0,7.0,4.04,5.0,20.0,20.0,0.5463333333333333,11.0,6.62,5.0,20.0,20.0,0.6861479076479075,19.0,10.56,5.0,20.0,20.0,0.7693262546706819,19.0,14.88,5.0,20.0,20.0,0.8547795404629762,3.0,1.4,30.0,8.0,3.333333333333333,0.0,10.0,5.68,0.459912698412698,1.98,2.599577572153126,0.3216290945561362,21.0,1.2889991527411369,4.606665228628234,0.5699532040429761,0.4653197200634579,2.160727900526177
mix_clustered_n100_s44783,3.136692,100.0,7.0,0.3387328811071486,2.586760568627086,0.6361430045995281,295.2178710054658,0.03136692,49.0,66.0,50.56,100.0,0.9603864671578416,88.0,0.9968738935749262,7.0,4.02,2.0,50.0,50.0,0.5215238095238095,10.0,6.74,2.0,50.0,50.0,0.5917857142857142,16.0,10.54,2.0,50.0,50.0,0.6375543900543899,23.0,15.66,2.0,50.0,50.0,0.6912072655586587,3.0,1.38,31.0,7.0,3.225806451612903,0.0,10.0,5.8,0.4461349206349201,1.98,3.2771726525621125,0.3476172937297567,22.0,1.6035431064460028,5.630807028893036,0.5972727434326688,0.5687683867568724,1.9852492222944589
mix_clustered_n100_s44802,3.681055,100.0,12.0,0.6112682761998502,3.017211637781161,0.8437818374533281,163.59429058167848,0.03681055,32.0,86.0,46.1,100.0,0.8477804873026521,94.0,0.997856443522138,8.0,3.82,2.0,67.0,50.0,0.5875476190476189,9.0,6.3,2.0,67.0,50.0,0.6175714285714287,15.0,9.76,1.0,100.0,100.0,0.6919255744255741,24.0,14.66,1.0,100.0,100.0,0.7377641877834704,3.0,1.4,30.0,6.0,3.333333333333333,0.0,9.0,5.72,0.4586666666666665,1.98,4.507942272939036,0.2315078715314016,25.0,2.1839416439654165,5.765837752071487,0.2961077903748754,0.5824078537445946,1.689248122285097
mix_clustered_n100_s44846,22.5,100.0,9.0,0.2567280883141507,2.347791612171774,0.5852806384191882,389.5171761557812,0.225,48.0,78.0,62.0,100.0,0.8807248856603901,99.0,1.0,7.0,3.94,4.0,25.0,25.0,0.5469523809523807,11.0,6.46,4.0,25.0,25.0,0.630824675324675,16.0,10.04,4.0,25.0,25.0,0.6918401598401599,24.0,14.78,4.0,25.0,25.0,0.7764767759386477,3.0,1.34,33.0,5.0,3.0303030303030303,0.0,10.0,5.76,0.4471666666666663,1.98,2.377151651326873,0.2687770325920725,23.0,1.4264472682900249,4.691591547141659,0.5304634449682367,0.473898136074915,2.0869931030976963
mix_clustered_n100_s44850,25.0,100.0,13.0,0.3382365909927989,2.559080317780412,0.6490267835338587,295.65104031612304,0.25,24.0,74.0,60.0,100.0,0.980379112713434,86.0,0.9887607725366294,8.0,3.84,3.0,50.0,33.333333333333336,0.5774047619047618,9.0,6.22,2.0,75.0,50.0,0.6010079365079365,16.0,9.9,2.0,75.0,50.0,0.677057525807526,24.0,14.82,2.0,75.0,50.0,0.7552394786529932,3.0,1.42,29.0,8.0,3.4482758620689653,0.0,10.0,5.68,0.4587777777777775,1.98,3.230660652961279,0.485379647982896,27.0,1.6294317726029346,5.554961433191592,0.8345863322195896,0.5611072154738981,1.7820291889392743
mix_clustered_n100_s44860,1.468007,100.0,12.0,0.20357156781607,2.066698835572065,0.5989252128027904,491.2277341713626,0.01468007,31.0,99.0,76.54,100.0,0.9254129692187316,99.0,1.0,6.0,3.98,4.0,40.0,25.0,0.5913333333333333,10.0,6.2,3.0,40.0,33.333333333333336,0.6363412698412698,15.0,9.8,3.0,40.0,33.333333333333336,0.667061716061716,22.0,14.66,3.0,40.0,33.333333333333336,0.7251612004266803,3.0,1.36,32.0,7.0,3.125,0.0,10.0,5.72,0.4570714285714281,1.98,2.1288100739366707,0.3601748818837871,27.0,1.2873983567191225,4.718221834070235,0.7982792887884026,0.4765880640474983,1.8509250941744475
mix_clustered_n100_s44862,18.0,100.0,11.0,0.6156473490250376,3.1691360180759185,0.7703003923806765,162.43065150587228,0.18,19.0,78.0,44.94,100.0,0.8731331716090085,82.0,0.9951982866915872,7.0,3.88,4.0,40.0,25.0,0.546142857142857,11.0,6.28,3.0,40.0,33.333333333333336,0.6365266955266956,17.0,9.76,3.0,40.0,33.333333333333336,0.6730260213642566,25.0,14.52,3.0,40.0,33.333333333333336,0.7427406942730472,3.0,1.44,28.0,6.0,3.571428571428572,0.0,10.0,5.68,0.4589365079365076,1.98,4.340910181858877,0.3682019079608361,22.0,2.0085684366908647,5.532415546304517,0.4692670141608883,0.5588298531620723,1.816149439449369
mix_clustered_n100_s44884,3.887532,100.0,14.0,0.862488082057644,3.5119243657869563,0.8787648119338177,115.94363108349194,0.03887532,11.0,70.0,46.26,100.0,0.8094586479651952,65.0,0.9563742029225962,6.0,3.82,2.0,93.0,50.0,0.5116666666666667,11.0,6.1,1.0,100.0,100.0,0.6186096681096682,15.0,9.5,1.0,100.0,100.0,0.6751775446775445,21.0,14.46,1.0,100.0,100.0,0.6875273092061019,3.0,1.44,28.0,7.0,3.571428571428572,0.0,9.0,5.68,0.4508571428571425,1.98,6.08390142665999,0.192897131181363,24.0,2.9636123962978043,6.550970104534134,0.2077060838103106,0.6617141519731448,1.5052393957801522
mix_clustered_n100_s44895,20.0,100.0,9.0,0.4183518165336244,2.614915210480339,0.7688405850871457,239.0332635067276,0.2,31.0,98.0,74.32,100.0,0.8865076272928836,99.0,1.0,7.0,3.94,4.0,55.0,25.0,0.5949523809523809,11.0,6.42,3.0,59.0,33.333333333333336,0.6436277056277057,17.0,10.12,1.0,100.0,100.0,0.7018462909639378,20.0,14.6,1.0,100.0,100.0,0.7397646452274935,3.0,1.4,30.0,6.0,3.333333333333333,0.0,10.0,5.76,0.4449761904761902,1.98,3.656844375195015,0.1312454349872787,20.0,1.5497131004561613,5.653737608054469,0.2029146377424044,0.5710846068741887,1.5364569413659648
mix_clustered_n100_s44903,22.5,100.0,15.0,0.814693499943422,3.4733497827764084,0.848607905492098,122.74554787407128,0.225,19.0,70.0,41.44,100.0,0.8395195048539021,79.0,0.9671664690922642,7.0,3.9,1.0,100.0,100.0,0.5407142857142857,9.0,6.48,1.0,100.0,100.0,0.6230952380952383,16.0,10.2,1.0,100.0,100.0,0.6820096292596294,21.0,14.84,1.0,100.0,100.0,0.7592378545087521,4.0,1.42,29.0,8.0,3.4482758620689653,0.0,12.0,5.6,0.4677864357864356,1.98,5.132197311674857,0.2276682976371545,18.0,3.0277769152537384,5.685991671113296,0.2522350497313491,0.5743425930417471,1.8818472339581864
mix_clustered_n100_s44906,3.028519,100.0,13.0,0.3912434011107595,2.5700960623282816,0.7443174094193908,255.59536522812917,0.03028519,34.0,87.0,50.78,100.0,0.8321411741768888,99.0,1.0,6.0,3.86,4.0,34.0,25.0,0.5353333333333332,10.0,6.32,3.0,34.0,33.333333333333336,0.6081269841269842,17.0,10.34,3.0,34.0,33.333333333333336,0.6897801006183362,27.0,15.38,3.0,34.0,33.333333333333336,0.7309420126512534,2.0,1.4,30.0,7.0,3.333333333333333,0.0,9.0,5.7,0.4510873015873015,1.98,3.7436950828907305,0.2294966020140602,19.0,1.9696757028161525,5.9851764192944,0.3669042537572595,0.6045632746762021,1.6266187454509864
mix_clustered_n100_s44911,1.54168,100.0,8.0,0.1520801142222386,1.5944771150633057,0.7517020131653217,657.5481647381417,0.0154168,66.0,99.0,95.52,100.0,0.973118027810433,99.0,1.0,6.0,3.94,3.0,49.0,33.333333333333336,0.6069999999999999,9.0,6.4,1.0,100.0,100.0,0.5859920634920632,15.0,10.04,1.0,100.0,100.0,0.6491423576423578,22.0,15.28,1.0,100.0,100.0,0.670732292131673,4.0,1.36,32.0,6.0,3.125,0.0,11.0,5.74,0.4865945165945164,1.98,2.5698652994911435,0.1001305624522303,22.0,1.0448896792683449,6.589828999873655,0.2567618171863025,0.6656392929165308,1.9744388074186696
mix_clustered_n100_s44930,25.0,100.0,14.0,0.7527119426424626,3.3255646912370085,0.8552791201781264,132.85294723628414,0.25,22.0,86.0,53.44,100.0,0.7913273488928408,81.0,0.9879419033013972,6.0,3.7,1.0,100.0,100.0,0.5100000000000001,11.0,5.9,1.0,100.0,100.0,0.6004047619047619,13.0,9.32,1.0,100.0,100.0,0.6230385725385725,21.0,13.94,1.0,100.0,100.0,0.6607397307714646,3.0,1.36,32.0,8.0,3.125,0.0,9.0,5.68,0.470785714285714,1.98,6.177028238040771,0.1514636968055381,22.0,2.3334834959204462,7.119757198558629,0.1745798633411418,0.7191673937938009,1.3594734329824594
mix_clustered_n100_s44957,2.106193,100.0,12.0,0.7103584879985879,3.34767575750531,0.7965272967418064,140.77399184987115,0.02106193,15.0,69.0,40.32,100.0,0.8067361975387632,64.0,0.9647775887041888,7.0,4.04,9.0,24.0,11.11111111111111,0.686047619047619,10.0,6.14,9.0,24.0,11.11111111111111,0.8056904761904761,16.0,9.12,3.0,51.0,33.333333333333336,0.87063258963259,24.0,14.96,3.0,51.0,33.333333333333336,0.8428277622528527,4.0,1.44,28.0,8.0,3.571428571428572,0.0,10.0,5.7,0.4660952380952379,1.98,3.8913858008621234,0.4043218168056233,24.0,2.63648783918456,4.617059834500663,0.4797206229647032,0.4663696802525921,2.1524567410360884
